item,count,itemLabel
Q75251250,563,John Clarke Prescott
Q10819807,563,Andrej Babiš
Q108541064,563,Nicholas Johnson
Q55836246,563,Jean-Louis-Hubert-Simon Deperthes
Q21288869,563,Francesco di Giovanni de' Russi
Q369313,563,"Annibale Santorre di Rossi de Pomarolo, Count of Santarosa"
Q23304466,563,George William Thompson
Q76082900,563,Robert Muir
Q105045995,563,José González Granda y Silva
Q75257074,563,Arthur William James Gascoyne-Cecil
Q24389,563,Edward Douglass White
Q15998128,563,George McDonald
Q76205431,563,Charles Clarke
Q678310,563,Niels Arden Oplev
Q6536521,563,Lewis Edward Harris
Q104719315,563,Robert Owen
Q885614,563,Ernest W. Gibson
Q6766272,563,Marjorie Hall Harrison
Q7346107,563,Robert Jermain Thomas
Q2389496,563,"John Erskine, 17th Earl of Mar"
Q96754066,563,MaryAn Smith
Q7478669,563,William Harris
Q6678902,563,Lord Alexander Russell
Q941383,563,Jan Huyghen van Linschoten
Q58312698,563,Francisco António Silva
Q2742552,563,Pierre Daura
Q7788700,563,Thomas Crewe
Q16203767,563,David Dastmalchian
Q94381176,563,William Davis Sanders
Q85741632,563,Andrew Johnson
Q23021785,563,Geoff Richards
Q6318514,563,Justo de Santa María de Oro
Q1733596,563,Karl Friedrich Hermann Freystedt
Q15493362,563,Walter Baker
Q1695333,563,Johann Karl Ludwig Zincken
Q19933859,563,William Haywood Hamilton
Q5585903,563,Gordon Taylor
Q966080,563,Javiera Mena
Q87994137,563,Jean II de Sully
Q7173764,563,Peter Duncan
Q126165,563,María Inés Teresa Arias
Q75537910,563,Dennis David James Elliott
Q106414210,563,James H. Walker
Q6782001,563,María Eugenia Llamas
Q519149,563,Robert F. Overmyer
Q76034414,563,Anthony Robert Whately-Smith
Q4932329,563,Bob Dunn
Q108755300,563,James Picton Douglas Thomas
Q5344347,563,Edward Marshall Hall
Q65051,563,"Henry IV, Duke of Mecklenburg"
Q100894700,563,L.J. Owens
Q59858372,563,Martin Thomas Horsch
Q457652,563,Solarstone
Q128832,563,Alexander Bestuzhev
Q61191,563,Otl Aicher
Q75875372,563,John Wood
Q16214007,563,Tom Hutton
Q97806202,563,John Martin Quinn
Q3180830,563,John-Franklin Koenig
Q21264357,563,Marie-Louise Nosch
Q23028042,563,Charles Harvey Brown
Q518970,563,John Craxton
Q75245389,563,Kenneth John Hall
Q75293091,563,William Roderick Harris Valentine
Q19351440,563,John Heins
Q16062719,563,Samuel Smith Harris
Q203185,563,Robert Fripp
Q63156678,563,John Reid Chalmers
Q25135312,563,John B. Boatwright
Q96202043,563,John Loomis
Q4913145,563,Billy Parks
Q712620,563,Ronald Graham
Q6014907,563,Miguel Palmer
Q102146526,563,William Richard Harris
Q101396451,563,José Pérez González
Q6234400,563,John Fulton Reid
Q75140,563,"Francis Anthony, Count of Hohenzollern-Haigerloch"
Q65018,563,François Pollen
Q20713166,563,Joseph Charles Taylor
Q15616903,563,Nicolas Louis Guériot de Saint-Martin
Q106813758,563,Thomas Bayliss
Q75275572,563,John Vaughan Roberts
Q21166878,563,William Watson
Q55447149,563,María L Fernández-De Córdova
Q3175555,563,Jean de Mailly
Q926427,563,Masami Okui
Q7346030,563,Robert James Ball
Q354715,563,Antonio Salandra
Q469882,563,Robert Green Ingersoll
Q27339693,563,Karl Philipp Wilhelm Köhler
Q58640952,563,Ashley Grace
Q108760425,563,George William Lee
Q91884,563,Johann August Bach
Q6004169,563,María Luisa Carcedo
Q52847192,563,William Mallory
Q20732887,563,David Robert Daniel
Q2745573,563,Luz María Zetina
Q3132456,563,Henriette Bourdic-Viot
Q1647272,563,Rab Douglas
Q5387851,563,Erica Ash
Q96591932,563,John Ross
Q75249273,563,John Thomas Hope
Q363698,563,Johnny Mercer
Q47035001,563,George Marion Johnson
Q6263045,563,John Warhurst
Q655406,563,"Robert Carswell, Baron Carswell"
Q7411872,563,Samuel Jones
Q8012233,563,William Herbert
Q76064103,563,John James
Q23900723,563,Edward Smith Parsons
Q6252443,563,"John Pelham, 8th Earl of Chichester"
Q65030,563,"Maximilian Maria, 7th Prince of Thurn and Taxis"
Q75300743,563,John Elliot-Murray-Kynynmound
Q75912365,563,"Sir John Philip Howard-Lawson, 6th Bt."
Q23907269,563,José Luis Rodríguez Bebanz
Q941408,563,Chandler Jones
Q1693620,563,Johann Friedrich Ludwig Jordan von Esebeck
Q1408291,563,John Bowler
Q104473486,563,"Sir John Cokayne, of Ashbourne Hall"
Q18783989,563,Therese Lessore
Q76217084,563,Alec Wilson
Q16066903,563,Bobby Walsh
Q3531466,563,Wally Hardinge
Q5298488,563,Dorothy King
Q56654506,563,Samuel Jones
Q75920643,563,William Henry Eyre Hollingworth Palmer
Q21166293,563,Francis Charles Knowles
Q102401007,563,Ryan John Hamilton
Q75581105,563,John Richard Conway Lloyd
Q27827641,563,John Hill
Q75602645,563,William Lovell Davis
Q55846243,563,Billy Lawrie
Q13130235,563,Morgan Bevan John
Q50360541,563,María Jesús García Domínguez
Q3531893,563,Tony Smith
Q221648,563,Jonny Cash
Q6177549,563,Jenkin Lloyd Jones
Q85871909,563,José González Castro
Q8014627,563,William Llewellyn Thomas
Q3865974,563,Morton Downey
Q380492,563,Jean Meslier
Q1692785,563,Johannes Büchner
Q16117112,563,"David Ward, 5th Earl of Dudley"
Q75766084,563,William Johnson
Q75619671,563,William John Andrew Frazer
Q357281,563,Viv Anderson
Q311147,563,Robert Kiyosaki
Q458139,563,Chris J. Johnson
Q1173362,563,Dave Thompson
Q75925088,563,William Dunbar Davis
Q16885739,563,David Smith
Q1388550,563,John Stainer
Q2475854,563,Georges Boillot
Q76027105,563,David John Kelly
Q99605253,563,John Robinson
Q453491,563,Michael Shishman of Bulgaria
Q64598,563,Jacob Friedrich von Abel
Q76126920,563,Robert Owen Fowler
Q5607801,563,"Sir John Child, 1st Baronet"
Q58316538,563,Gernot Maier
Q5077628,563,Charles Ferguson-Davie
Q8013643,563,William John Lyon
Q5996538,563,Carl Fredrik Muller
Q4993510,563,Thomas Bugge
Q3098459,563,Garrick Morgan
Q97496104,563,Hans Hansen
Q17091431,563,John Schmidt
Q327278,563,John Lescroart
Q761938,563,Cherry Smith
Q8006046,563,William Browning
Q168659,563,Franz Xaver Winterhalter
Q6128617,563,James Allen
Q5941471,563,Humphrey John Stewart
Q63161454,563,Thomas Charles Pulman
Q5322084,563,E. P. Taylor
Q389665,563,Richard Grenville
Q1630662,563,John Turner
Q52158571,563,John Martin Vincent
Q75249041,563,Andrew George Hill Wallace
Q75475248,563,Edward James Clayhills-Henderson
Q60684771,563,Dave Griffiths
Q686615,563,Robert Mangold
Q5133348,563,Clifton Young
Q75399180,563,John Hall
Q1405919,563,Philip of Cognac
Q79674921,563,Graham Williams
Q2095083,563,"Alfonso de la Cueva, 1st Marquis of Bedmar"
Q20713861,563,Ryan Kelly
Q108351054,563,George Digby Smith
Q100947814,563,Thomas Taylor
Q726996,563,William Hartston
Q100901508,563,Evan Metropoulos
Q104444219,563,Pierre Martin
Q75439556,563,Rose Maria Wallop Powlett
Q16737231,563,John Carmichael Jenkins
Q57281345,563,Robert S. Maier
Q99373455,563,Thomas John Heiden
Q102870,563,Harriet Tubman
Q6375861,563,Kate Williams
Q5938052,563,José Antonio Pérez-Cotapos Aldunate
Q63816,563,Heinrich George
Q6778903,563,Mary-Ann Ochota
Q2852881,563,Anthony Jackson
Q222541,563,George Akerlof
Q9030238,563,María del Carmen Ulloa Ulloa
Q7790677,563,Thomas Hill
Q550943,563,Jean Léonard Marie Poiseuille
Q6227575,563,John Creemer Clarke
Q2029559,563,Keauna McLaughlin
Q3618492,563,Anthony Griffith
Q75336544,563,John Freeland
Q76214334,563,John Lewis Greenhill
Q54118851,563,Sarah J Roberts-Thomson
Q433417,563,Keith Carradine
Q63156846,563,Thomas Charles Cloud
Q24751025,563,William Henry Russell Lumsden
Q75308947,563,"Colin Campbell, 6th of Stonefield"
Q315353,563,John Taverner
Q75973196,563,John Hill
Q75857930,563,Henry John Browne
Q29560323,563,Louis van der Noordaa
Q7615972,563,Stewart West
Q75519752,563,James Taylor
Q3181290,563,John Crawford
Q63159206,563,Herbert Edgell Hunt
Q98716653,563,William H. Wills
Q264527,563,Jan Gehl
Q18116515,563,Anne-Marie-Sophie Picot
Q6583226,563,Walter Bennett
Q55419,563,Klaus Kinski
Q51879151,563,Josep Maria Mata i Perelló
Q2457276,563,Infanta Isabel Alfonsa of Bourbon-Two Sicilies
Q4684326,563,Adolph Coors II
Q75935311,563,John Edward Watson
Q877126,563,Giovanni Battista Caprara Montecuccoli
Q306514,563,Abbie Hoffman
Q92305897,563,William A Johnson
Q18157597,563,"John F. Martin, Jr."
Q26037062,563,William Collins
Q97724511,563,José María Hermida Rodríguez
Q213997,563,Alexander Grin
Q52910698,563,George Van Dam
Q75349530,563,James John Malise Hore-Ruthven
Q46355561,563,Maria José Lopez-Gonzalez
Q75930536,563,William Reid Martin
Q1693402,563,Johann Evangelist Keller
Q108409661,563,Johann Peter Klein
Q793932,563,William T. Haines
Q236774,563,Catherine of Saxe-Lauenburg
Q5229428,563,Dave Morgan
Q5486420,563,Frank Edward Brown
Q1176318,563,David Ricardo Williams
Q82049,563,George Berkeley
Q19325646,563,John Richards
Q75623128,563,George Thomas Dawson
Q76167214,563,Owen Wynn Roberts
Q2472065,563,Edward Patrick Johnson
Q46420,563,Ibn Arabi
Q6252881,563,John Pidgeon
Q8019120,563,William T. Powers
Q20643693,563,Jackie Robertson
Q353283,563,Martin Vahl
Q6003651,563,María E. Múlgura
Q25340033,563,James Hunter
Q75538361,563,Francis Edward Morgan Williams
Q5951447,563,Juan Miguel Rodríguez
Q7347130,563,Robert M. Hauser
Q295086,563,Guntram
Q817352,563,Benito Quinquela Martín
Q7790618,563,Thomas Henry Scott
Q76017635,563,Thomas John Foley
Q6244198,563,John Lawrence McDonald
Q16043446,563,James B. Bell
Q76225113,563,John Wood
Q76172852,563,John Henderson Bowles
Q2943967,563,"John Bigham, 1st Viscount Mersey"
Q60159940,563,Maria José Ruiz-Garcia
Q76142814,563,Martin John Pike
Q75251251,563,Arthur William Alexander
Q367360,563,Orazio Gentileschi
Q60713405,563,Eva Sixt
Q7201,563,Dorothy M. Needham
Q98907808,563,Karl Hoffmann
Q5944768,563,José Pérez de Barradas
Q2066272,563,Alexander
Q21502577,563,María Marcela Ronderos
Q76075077,562,James David MacDonald Fairclough
Q956335,562,Bill Graham
Q727684,562,Louis Arthur Ducos du Hauron
Q17352191,562,Charles Williams
Q76081279,562,"Sir Sennen Morris, 12th Baronet"
Q75968080,562,"Sir William Stuart Forbes of Pitsligo, 9th Bt."
Q54295722,562,Thomas Watson
Q10338474,562,Nívea Soares
Q75917505,562,"Sir John Harry Lee Fagge, 10th Bt."
Q95995165,562,William Johnson
Q22019291,562,John Fletcher Richards
Q21061697,562,John Hill
Q336960,562,"David Hannay, Baron Hannay of Chiswick"
Q76186597,562,George Herbert Taylor Swinton
Q21008578,562,Robert Lucas Lucas-Tooth
Q103160364,562,Mervin George Smith
Q94291021,562,John Spencer Clark
Q15736765,562,Robert de Vaugondy
Q5805462,562,José Antonio Ramírez
Q8008017,562,William Drury
Q5546292,562,George William Allan
Q90561312,562,Tom Moore
Q2997475,562,Cornelia Otis Skinner
Q6897657,562,Mona Charen
Q15691498,562,Thomas Finlayson Henderson
Q50255179,562,John Jackson
Q75663484,562,John Baker
Q6258422,562,John Smythe Hall
Q75353697,562,Thomas George McLean Buckley
Q11881389,562,Mary McDonald-Lewis
Q107004517,562,William Johnson
Q99414706,562,John Hall
Q76526,562,E. F. Schumacher
Q315547,562,Keith Urban
Q75596900,562,William Alexander Cochrane Newton
Q25999418,562,Francisco Torres Sánchez de Roa
Q2005014,562,Martín Colmenarejo
Q100792077,562,John Foster
Q16090835,562,Robert I. Johnson
Q76081469,562,John Morris Aylwin
Q253192,562,Cynthia Lennon
Q51846305,562,Jose Daniel Castro Torres
Q68209,562,Johann Georg Jacobi
Q18927128,562,William Wright
Q8005506,562,William Betham
Q4909831,562,Bill Lange
Q76228885,562,William Lewis Welch
Q76051006,562,Richard Edward Craig Evans
Q1337398,562,William Morris Meredith
Q3777412,562,John Perry
Q61693964,562,Paul David
Q8020851,562,William fitz Robert Barry
Q472245,562,Jacob van Heemskerck
Q18394731,562,Webber Jackson
Q5947041,562,Juan Alberto Aguilar García
Q8016502,562,William Potter Ross
Q4207040,562,Robbie Kay
Q18016110,562,William Thomas Mills
Q75573659,562,Edward Herbert Vychan Williams
Q5085711,562,Charlie Williams
Q107311636,562,Lady Flora Fitzalan-Howard
Q3172658,562,Jean II de Sancerre
Q65928147,562,Karl-Ernst Klein
Q131660,562,Dominique de Villepin
Q75399878,562,Henry Foster Coore
Q6255697,562,John Ross
Q4910247,562,Bill Morgan
Q519488,562,David Rintoul
Q108350083,562,Stephen John Edmund Harris
Q7794869,562,Tom Mitchell
Q15453785,562,"Henry Hepburne-Scott, 10th Lord Polwarth"
Q76170733,562,Henry Smith
Q76232748,562,John Harrison
Q76186936,562,John Edward White
Q17119697,562,Margaret Harkness
Q106813560,562,John Baker
Q75406544,562,William Robert Agnew Logie
Q945549,562,Zélia Duncan
Q12806319,562,William George Hamilton Roaf
Q18340549,562,Wiliam Llŷn
Q108284826,562,John Hills
Q4444804,562,"Leicester Stanhope, 5th Earl of Harrington"
Q93126333,562,Juan José Romero y Martínez
Q7152542,562,Paul Miller
Q886154,562,John W. Reynolds
Q83558309,562,James Monroe Taylor
Q5948400,562,Juan Carlos López Fernández
Q20733782,562,Lewis Jones
Q75248675,562,"Henry Charles Adolphus Frederick William Bentinck, 5th Graf Bentinck"
Q574222,562,Anthony of Sourozh
Q87546896,562,Giovanni Gabutti
Q22054823,562,John Rawlinson Harris
Q76075631,562,William Edmund Miller
Q328150,562,John of Ravenna
Q317736,562,Utagawa Kuniyoshi
Q20733311,562,James Davies
Q2626830,562,Jean de Lalande
Q100985902,562,George Smith
Q302794,562,Aaron Staton
Q97023292,562,Giovanni Rossi
Q6254775,562,John Richards
Q76231875,562,Alfred Hamilton
Q5563848,562,Giovanni Francisco Vigani
Q62559081,562,Johann Ludwig Koch
Q23565789,562,Martin Schmidt
Q3902921,562,Pier Maria II de' Rossi
Q2977176,562,Claude de Saint Simon
Q76202720,562,Alexander Mark Edward John Vyvyan von Brockdorff
Q91962819,562,Victor Jose Fernández-Torres
Q59752111,562,William Johnson
Q5576416,562,Godfrey Day
Q16232225,562,Lizzo
Q76289142,562,Arthur John Arnold Booth
Q16029939,562,William Miller
Q235648,562,Carlos Antonio López
Q6139266,562,James McDonald
Q75965541,562,William Johnson Bowhill
Q7792977,562,"Thomas Pakenham, 2nd Earl of Longford"
Q76150086,562,John Moore Graham
Q34287532,562,George H. Ben Johnson
Q7331218,562,Rick Barker
Q52829656,562,Joseph Smith
Q555895,562,Pierre-André Fournier
Q3568789,562,"William Legge, 2nd Earl of Dartmouth"
Q16930004,562,Ciro Flávio Salasar Oliveira
Q5593333,562,Graham Ward
Q8008214,562,William E. Cooper
Q1704254,562,Pacheta
Q4467716,562,François Richard de Tussac
Q75618264,562,James Scott
Q104286305,562,John Thomas Boylan
Q44587278,562,José Manuel Fernández Norniella
Q56696687,562,Juan Manuel Sánchez-Bustamante de la Herrán
Q1060366,562,Zakkur
Q67378112,562,Thomas Jackson Britton
Q19867652,562,Roscoe Hansen
Q8020079,562,William Watson
Q50868508,562,"Sir Richard Cotterell, 5th Baronet"
Q15990257,562,John Richardson
Q5992003,562,"Thomas Spring Rice, 1st Baron Monteagle of Brandon"
Q166390,562,Thomas M. Rees
Q76106583,562,Milton James John Rainsford
Q8012212,562,William Henry White
Q3169951,562,Jean-Robert Pitte
Q3166534,562,Jean-Joseph Sanfourche
Q350226,562,Eric IV of Denmark
Q333565,562,"John Manners, Marquess of Granby"
Q74822920,562,James Thompson
Q60290495,562,David Earl Williams III
Q20989023,562,William Bridge Cooke
Q76040408,562,Colpoys William Johnson
Q1402650,562,Giuseppe Mario Bellanca
Q449,562,Georges Brassens
Q78070240,562,Arnold Röthlin
Q5077370,562,"Charles Ellis, 6th Baron Howard de Walden"
Q75708862,562,Douglas John White
Q156373,562,Nicolas Oudinot
Q2627420,562,Albert Vandal
Q83753259,562,Giovanni Caruana
Q2903137,562,Bill Bryden
Q18922127,562,Charles Ross
Q6197418,562,Jim Peacock
Q75279252,562,John Murray
Q53680,562,Jeff Daniels
Q96103392,562,William K Johnson
Q5610237,562,Thomas Cochrane
Q18386864,562,Charles Tudor Williams
Q131237,562,Carl Lewis
Q56773733,562,William L Johnson
Q4869073,562,Will Wiesenfeld
Q96200006,562,Edwin John Howell
Q56442114,562,James R Bell
Q181707,562,Charles Fourier
Q75600960,562,John James Leith
Q75863724,562,Terence John Hill Charley
Q2639166,562,Albert Franz of Nostitz-Rieneck
Q19408892,562,Gertrude Demain Hammond
Q214175,562,Johann Karl Ludwig Gieseler
Q23943058,562,Giovanni Maria Emilio Castellani
Q18012046,562,Jean-Pierre Charpentier
Q28064398,562,Olivier Schneider
Q713479,562,Jimmy Savile
Q334213,562,"Keith Bradley, Baron Bradley"
Q75750495,562,Hugh Thomas Selby Smith
Q1973462,562,Princess Charlotte Amalie of Denmark
Q18671357,562,Griffith Jones
Q5591,562,Pinturicchio
Q99207175,562,"John Southwell, of Barham Hall"
Q832432,562,Kerry James Marshall
Q181383,562,Mahathir Mohamad
Q5942551,562,José María Albareda
Q8015804,562,William Morgan
Q6142219,562,James Robert Parish
Q75625485,562,Vere Fane
Q4978678,562,Marie Anne Simonis
Q8019336,562,William T. Pecora
Q1462863,562,Friedrich Wilhelm von Bose
Q5079528,562,"Charles John Guthrie, Lord Guthrie"
Q76230847,562,John O'Hea Martin
Q6238724,562,John Henry
Q16239223,562,"Robert Bruce, 3rd Baron of Clackmannan"
Q6253407,562,John Price
Q76203998,562,James Edward Henry Gordon
Q212636,562,Duke William of Württemberg
Q75273909,562,Philip John Sherwin Pearson-Gregory
Q61202758,562,José María Calderón Castro
Q6003983,562,María Jesús Montero Cuadrado
Q102342942,562,Gilbert T. Howard
Q3940081,562,Roger Guenveur Smith
Q107650261,562,John Lindsey
Q8012164,562,William Henry Snyder Nickerson
Q2903179,562,Bill Cunningham
Q96589687,562,Thomas G. G. Senghore
Q87712381,562,Maria Jose Huertas Fernandez
Q108608,562,George Charles of Hesse-Kassel
Q86536656,562,María Paz García-Vera
Q1599704,562,Heinrich Wagner
Q763453,562,Lili Muráti
Q3260541,562,Louis Gabriel Michaud
Q920167,562,George Fenton
Q1861210,562,Thomas Nelson Page
Q21264533,562,Rachel Angharad Oliver
Q1748399,562,Taurean Green
Q16004070,562,Neville Martin
Q76165793,562,Simon Sheffield
Q2739341,562,Karl Christian Müller
Q18043577,562,John King
Q76205684,562,George David Martin Weedon
Q23619226,562,Thomas Howard
Q63163951,562,Thomas Ryder Wilton
Q6253927,562,John R. McGann
Q76085915,562,John Maclean
Q99305287,562,Hans Kern
Q96338048,562,Karl Anton (von Brunberg) Püntener
Q47492443,562,Hedvig Gustava Fredrika von Bahr
Q3629428,562,Aubrey Burl
Q108350286,562,William Johnson
Q42204,562,Hugo Weaving
Q2850572,562,Anna McGarrigle
Q108754394,562,John Michael Henderson Moll
Q8009135,562,William Fitzwilliam
Q1394422,562,José Iglesias Fernández
Q6662459,562,Lloyd Hall-Thompson
Q7819563,562,Tommy Jenkins
Q1488848,562,Robert William Rankin
Q75383421,562,Joseph Edward Johnson
Q75264144,562,Alexander William Lindsay
Q16235842,562,José Fernando Ramos Silva
Q6238670,562,John Henn
Q41634929,562,Giovanni Maria Visconte Proto
Q1246103,562,Gregorio José Ramírez y Castro
Q232059,562,Ann-Margret
Q8009248,562,William Foster
Q94782790,562,Franz Hermann Müller
Q3296434,562,María Eugenia Guzmán
Q7351074,562,Robert William Bradford
Q194548,562,John Sharkey
Q3605405,562,Adolf Čech
Q94527578,562,Johann Széchenyi
Q5722491,562,Henry Hall Dixon
Q6294057,562,José Mota
Q7526131,562,Sir Bob Scott
Q75458904,562,John Henry Shaw
Q6245396,562,John Lowe
Q2337670,562,Dave Meyers
Q6219415,562,John Armstrong
Q660630,562,"Thomas Beaufort, Duke of Exeter"
Q79806399,562,James O. Davies
Q6166932,562,Jay Miller
Q59812863,562,Thomas J. Algeo
Q76147085,562,Charles Matthew John Brand
Q38471491,562,Hans Otto Hjort Hansen
Q47112898,562,William B. Allen
Q6293051,562,José Manuel Pérez Aicart
Q75817116,562,Edward John G. Christie-Miller
Q2871120,562,Auguste Charles Philippe Robert Landry
Q5536193,562,George Allen
Q1932642,562,"Margaret of Bohemia, Duchess of Bavaria"
Q21516852,562,Henry Alexander Carmichael Jackson
Q28155076,562,John Colshull
Q75731976,562,Alastair William Mitchell Gauld
Q7896939,562,Cecil John White
Q2326652,562,Thomas P. O'Neill III
Q1385567,562,Martin Creed
Q1029497,562,Elizabeth Bear
Q76182181,562,Harold Charles Norman Taylor
Q7342270,562,Robert Boyd
Q15966855,562,Charlie Williams
Q30122344,562,Jacob Brown
Q5344776,562,Edward Parsons Smith
Q2150043,562,Richard L. Neuberger
Q188936,562,William Tecumseh Sherman
Q42576744,562,Richard John Ward
Q75384062,562,William Marshall Reid
Q99351081,562,"William L. Kuechler, Jr."
Q5542479,562,George Miller
Q7660148,562,Sydney Smith
Q333285,562,James Harris
Q19458190,562,Manuel María de Santa Ana
Q76047444,562,Herbert Taylor Lewis
Q75918671,562,James Scott
Q21598043,562,William Clarke Wescoe
Q15838316,562,Jan Dvořák
Q332728,562,Grimoald I of Benevento
Q316691,562,Johann Valentin Tischbein
Q977934,562,Bob White
Q56613004,562,Thomas Forsyth McIlwraith
Q258846,562,Rickie Lee Jones
Q75427739,562,Charles Graham Paul Maurice John Ghislain Batho
Q75503579,562,Lord John Henry Taylour
Q108755785,562,James Dennis Wilson
Q17579776,562,Gitanjali Rao
Q76111090,561,James Scott
Q37371492,561,David R. Greenwood
Q87929537,561,Robert Bruce Young
Q301707,561,William Tubman
Q99493452,561,Jose Antonio Amate García
Q1291890,561,William Henry Burt
Q3568516,561,William Connor Magee
Q230673,561,Dorothea Lange
Q55418485,561,Joseph Robert Morris
Q7347601,561,Robert Meadows White
Q40842238,561,"Tony Parker, Sr."
Q3046138,561,Ivan Král
Q5228717,561,Dave Edwards
Q2579519,561,"Sir William Jenner, 1st Baronet"
Q76198255,561,Rachel Louisa Forbes of Balgownie
Q375165,561,John Bird
Q52371367,561,Thomas Fripp
Q1320494,561,Scott Eastwood
Q57429510,561,Giovanni Avola
Q6237682,561,John Hanson
Q1460916,561,Friedrich Ludwig von Berlepsch
Q710343,561,Charles Le Gendre
Q75413587,561,"Sir Robert John Bingham Aske, 3rd Bt."
Q58454040,561,Philip Arthur Smith
Q18593302,561,John Lewis Wolfe
Q122640,561,Friedrich Heusler
Q76333778,561,Robert George Mitchell
Q104532875,561,William R. Barclay
Q75309374,561,Francis John Paul Butler
Q6242200,561,John Joseph McDonald
Q46050322,561,Thomas J. Farmer
Q78815,561,Friedrich von Hügel
Q95325935,561,John E. Jackson
Q5261820,561,Derek Bond
Q75269518,561,"John Thomas Erskine, 25th/8th Earl of Mar"
Q863069,561,Billy Currie
Q134077,561,Rachel Weisz
Q5233769,561,David Foster
Q16017553,561,Robert William Strong Jr.
Q102257073,561,Lawrence Howard Ford
Q107041706,561,William Barker
Q28530624,561,"George Butler-Danvers, 5th Earl of Lanesborough"
Q492470,561,Giammaria Biemmi
Q55023474,561,John Thomas Carrington
Q76198956,561,Robert Anderson Somerville
Q316160,561,"Frederick I, Count of Zollern"
Q12792553,561,John Gwynne James
Q967680,561,Thomas W. Gabrielsson
Q8015210,561,William Mason
Q918990,561,George Rogers Clark
Q75350736,561,Robert James McAlpine
Q63157698,561,Thomas Charles Ellis
Q43074671,561,Thomas Hill Applegate
Q238924,561,Mary Kay Place
Q41751652,561,Tom Mitford
Q3531913,561,Tony Thomas
Q42815589,561,José María Alonso
Q4949712,561,Agnes Geijer
Q15498191,561,Jeff Smith
Q1339711,561,Jacques Higelin
Q231781,561,Antonio Tabucchi
Q75659252,561,John Cole-Hamilton
Q2088774,561,"Charles Alain, Prince of Guéméné"
Q19282430,561,William Mostyn Owen
Q3846897,561,Margaret Louisa Woods
Q102342944,561,Robert S. Garfinkel
Q8013903,561,William Kelly Harrison
Q47145338,561,María Lucila Lehman
Q77859980,561,Juan-antonio Fernandez Rubio
Q59266186,561,Arthur Poynter
Q5526529,561,"Gaspar Alfonso Pérez de Guzmán, 9th Duke of Medina Sidonia"
Q16160168,561,Blake Anderson
Q5738513,561,John Wells Foster
Q76236051,561,Thomas James Knights
Q1696261,561,Jan Sokol z Lamberka
Q54596833,561,Richard Taylor
Q102292149,561,José Rodríguez Ruiz
Q107591596,561,Reginald Thomas John Levinge
Q822241,561,Jan Klein
Q52665089,561,Richard V Smith
Q152905,561,Jean-Claude Trichet
Q6113529,561,Jack Kraus
Q87206039,561,José Ramos Martín
Q55193205,561,Josef Max Freiherr von Liechtenstern
Q75390406,561,George Thomas McNair Dawson
Q104451559,561,Pepe Iglesias (gastrónomo)
Q75872795,561,William Currie Allen
Q108120218,561,José Ramón Rúa Rodríguez
Q21538198,561,Ross McDonald
Q3130336,561,Henri-Auguste-Georges de La Rochejaquelein
Q62522942,561,William P. Richardson
Q701506,561,Robert Weinberg
Q888123,561,Constantine III
Q21743982,561,"George St Vincent Harris, 5th Baron Harris"
Q75296811,561,Maria Smith
Q5536157,561,George Alexander Lee
Q562246,561,Maria Wilhelmine von Hasselt-Barth
Q16008456,561,Lewis Smith
Q75985515,561,James Alexander Orr-Ewing
Q78645624,561,William Robyn
Q75309309,561,Frederick John Benjamin Martin
Q75995816,561,James Alexander Stewart Balmain
Q16097339,561,John Richardson
Q5354440,561,Princess Eleonora of Orléans-Braganza
Q718772,561,James Holden
Q16596575,561,Maria Tesch
Q921617,561,John Forrest
Q75535418,561,John Ferguson
Q76186937,561,Douglas John White
Q1058664,561,Joe Roberts
Q6387713,561,Ken Griffiths
Q51588231,561,John Hill
Q2086528,561,Philip van Dijk
Q75331221,561,William Oswald
Q60216,561,Muhammad Ali Al-Abed
Q8015965,561,"Sir William Murray Jardine, 13th Baronet"
Q75539467,561,Andrew James Wilson
Q39052662,561,Giovanni Battista Curlando
Q299629,561,Léon M'ba
Q26265206,561,"David Lawrence, 5th Baron Lawrence"
Q56786779,561,Maria do Rosário O Martins
Q76182137,561,James Alexander Ball
Q93438157,561,William Watson
Q18646040,561,John Carr
Q285283,561,Robert W. Gore
Q6129449,561,James Barton Adams
Q7613968,561,Steve Smith
Q930812,561,James MacArthur
Q6260449,561,John Terlesky
Q106506541,561,Michael John Harris
Q102112960,561,Edward William Frees
Q343010,561,Thomas Campbell
Q29643487,561,John Reid
Q99305199,561,Louis Reymond
Q8020036,561,William Warren
Q2295214,561,José O'Callaghan Martínez
Q96080673,561,John Butler
Q106828137,561,Ian Trigger
Q95886151,561,Ron Frangipane
Q9030197,561,María Victoria Fernández-España
Q75633621,561,William Allen
Q59919267,561,James Francis Thomas
Q1790063,561,Nick Smith
Q47090778,561,Rob Klose
Q702926,561,Liu Yan
Q439144,561,André-Hercule de Fleury
Q11974012,561,Hans Hansen
Q102148546,561,"William Sheffield Owen, Jr."
Q6221548,561,John Bennett
Q20966407,561,Thomas Matthews Rooke
Q75637061,561,William Adam Miller
Q16732034,561,Adam Marshall
Q81915751,561,Robert Johnson
Q59557594,561,Martin Niedermeier
Q67469079,561,Auke-Pieter Colijn
Q1700970,561,"John M. Robsion, Jr."
Q6263001,561,John Ward
Q726965,561,"Sir Thomas Barlow, 1st Baronet"
Q93274013,561,Thomas Thomson Taylor
Q75635396,561,William Robin Wilson
