item,count,itemLabel
Q22686,19759,Donald Trump
Q1747297,19247,Robert Oliveri
Q509260,19193,John Zimmerman
Q6499255,19135,Laura Nader
Q209394,19101,Michael Wood
Q937,19098,Albert Einstein
Q7340648,19026,Rob Whitehurst
Q52354375,18970,Irene Aparicio
Q6232209,18964,John F. Cassidy
Q22986632,18954,Lori Lynn Ross
Q3976229,18953,Stuart Lancaster
Q106466114,18947,Gary Michael Ritchie
Q86599148,18926,James Spicer
Q87653156,18919,David A. Cook
Q16015822,18917,Jerry Fleck
Q7179427,18914,Petur Hliddal
Q19878977,18902,Jackie Carson
Q99859767,18898,Kathy McCarty
Q90307934,18893,Ann Harris
Q1070508,18834,Cheryl Carasik
Q9682,18816,Elizabeth II
Q6279,18277,Joe Biden
Q64840837,18161,Dylan Arnold
Q76,18035,Barack Obama
Q107626126,18010,Mauricio Lara
Q24702856,18008,Christopher Sean
Q5389008,17961,Erika Ringor
Q87807134,17921,Chris O'Shea
Q6499614,17659,Lauran Paine
Q41421,17361,Michael Jordan
Q207,16768,George W. Bush
Q1339,16454,Johann Sebastian Bach
Q5383,16299,David Bowie
Q12037957,16263,Miroslav Petříček
Q352,16129,Adolf Hitler
Q989,15962,John Paul II
Q2042,15927,Charles de Gaulle
Q1699682,15924,John Creasey
Q353758,15781,Jesús Franco
Q1124,15716,Bill Clinton
Q42,15512,Douglas Adams
Q33550,14929,Frederick II of Prussia
Q692,14811,William Shakespeare
Q23505,14770,George H. W. Bush
Q78491,14758,Stefan Zweig
Q2643,14594,George Harrison
Q1043,14568,Carl Linnaeus
Q3044,14480,Charlemagne
Q855,14453,Joseph Stalin
Q517,14388,Napoleon
Q9696,14212,John F. Kennedy
Q392,14192,Bob Dylan
Q2677,14087,Wilhelm II
Q34969,14083,Benjamin Franklin
Q9960,13911,Ronald Reagan
Q11812,13834,Thomas Jefferson
Q91,13713,Abraham Lincoln
Q33866,13708,Theodore Roosevelt
Q10520,13605,David Beckham
Q37594,13593,William the Conqueror
Q2599,13586,Paul McCartney
Q43274,13546,"Charles, Prince of Wales"
Q280856,13523,George VI
Q8027,13332,Martin Luther King Jr.
Q7742,13316,Louis XIV of France
Q39829,13312,Stephen King
Q5593,13297,Pablo Picasso
Q1394,13286,Vladimir Lenin
Q19878,13269,Muammar Gaddafi
Q19943,13266,Juan Carlos I
Q7724,13204,August Strindberg
Q9588,13204,Richard Nixon
Q38370,13167,Henry VIII of England
Q6527,13163,Jean-Jacques Rousseau
Q37577,13135,John Calvin
Q2831,13117,Michael Jackson
Q8409,13108,Alexander the Great
Q7186,13107,Marie Curie
Q32500,13102,"Charles V, Holy Roman Emperor"
Q23873,13083,John XXIII
Q40787,13055,Nicholas II of Russia
Q11256,13052,Fidel Castro
Q9161,13025,Josip Broz Tito
Q5686,13024,Charles Dickens
Q9364,13024,Jean-Paul Sartre
Q1779,13014,Louis Armstrong
Q180589,13011,Boris Johnson
Q5599,12953,Peter Paul Rubens
Q80976,12947,"Prince Philip, Duke of Edinburgh"
Q34417,12933,Philip II of Spain
Q9439,12918,Queen Victoria
Q24829,12914,Orson Welles
Q5879,12864,Johann Wolfgang von Goethe
Q450675,12836,Francis
Q8007,12835,Franklin Delano Roosevelt
Q192,12786,David Cameron
Q23685,12777,Jimmy Carter
Q6294,12774,Hillary Clinton
Q81506,12767,Charles I of England
Q9049,12740,Noam Chomsky
Q7732,12736,Louis XVI of France
Q9353,12714,John Locke
Q5809,12685,Che Guevara
Q7747,12676,Vladimir Putin
Q1035,12671,Charles Darwin
Q9916,12670,Dwight D. Eisenhower
Q1744,12667,Madonna
Q169566,12663,H. P. Lovecraft
Q41264,12659,Johannes Vermeer
Q22670,12641,Friedrich Schiller
Q33760,12624,Bertrand Russell
Q9582,12614,Gerald Ford
Q34296,12608,Woodrow Wilson
Q8023,12588,Nelson Mandela
Q2494,12587,Benedict XVI
Q5284,12558,Bill Gates
Q11806,12506,John Adams
Q7416,12501,Margaret Thatcher
Q165219,12486,Robert Downey Jr.
Q9438,12473,Thomas Aquinas
Q2808,12470,Elton John
Q2263,12470,Tom Hanks
Q303,12464,Elvis Presley
Q1203,12449,John Lennon
Q23,12440,George Washington
Q23810,12434,Alfred Nobel
Q9068,12428,Voltaire
Q868,12425,Aristotle
Q23559,12421,Benito Mussolini
Q43203,12398,Clint Eastwood
Q9047,12365,Gottfried Wilhelm Leibniz
Q11571,12352,Cristiano Ronaldo
Q44519,12349,Selma Lagerlöf
Q43247,12317,Ingrid Bergman
Q9640,12316,Lyndon B. Johnson
Q7542,12308,Prince
Q40531,12291,John Wayne
Q1058,12263,Narendra Modi
Q8877,12262,Steven Spielberg
Q55767,12260,Astrid Lindgren
Q36949,12249,Robert De Niro
Q47365,12232,Marie Antoinette
Q37278,12198,John Paul I
Q317521,12182,Elon Musk
Q762,12177,Leonardo da Vinci
Q19848,12166,Lady Gaga
Q11816,12154,John Quincy Adams
Q3335,12141,George Orwell
Q80,12132,Tim Berners-Lee
Q5582,12127,Vincent van Gogh
Q8018,12124,Augustine of Hippo
Q42493,12120,Katy Perry
Q40912,12115,Frank Sinatra
Q7546,12108,Ingmar Bergman
Q7322,12107,Christopher Columbus
Q5604,12102,Frank Lloyd Wright
Q8016,12091,Winston Churchill
Q10648,12047,Gordon Brown
Q39259,12022,Recep Tayyip Erdoğan
Q35332,12014,Brad Pitt
Q535,12005,Victor Hugo
Q82778,12000,Pliny the Elder
Q16975,11962,Pope Paul VI
Q567,11960,Angela Merkel
Q17455,11956,John von Neumann
Q36153,11953,Beyoncé
Q1189,11932,Usain Bolt
Q1267,11897,Dag Hammarskjöld
Q11613,11872,Harry S Truman
Q8479,11857,Peter the Great
Q4616,11856,Marilyn Monroe
Q11975,11854,Britney Spears
Q47285,11838,J. J. Thomson
Q6512,11831,Søren Kierkegaard
Q9554,11825,Martin Luther
Q131412,11824,"Mary, Queen of Scots"
Q5592,11822,Michelangelo
Q36450,11814,Catherine II of Russia
Q36970,11811,Jackie Chan
Q5443,11809,Greta Garbo
Q40096,11808,Will Smith
Q34660,11776,J. K. Rowling
Q34436,11773,Scarlett Johansson
Q13909,11771,Angelina Jolie
Q11860,11760,Silvio Berlusconi
Q22316,11757,John Kerry
Q5816,11752,Mao Zedong
Q41148,11750,Martin Scorsese
Q615,11750,Lionel Messi
Q9061,11726,Karl Marx
Q44403,11712,Heinrich Heine
Q34836,11707,Ulysses S Grant
Q5598,11692,Rembrandt
Q7259,11679,Ada Lovelace
Q882,11675,Charlie Chaplin
Q79759,11665,John Milton
Q1405,11660,Augustus
Q37175,11646,Johnny Depp
Q254,11639,Wolfgang Amadeus Mozart
Q65932,11637,Anthony Hopkins
Q19673,11632,Al Gore
Q43303,11618,Malcolm X
Q43739,11618,Pius X
Q151892,11611,Ariana Grande
Q264766,11609,Theresa May
Q82984,11599,Pierre de Coubertin
Q40640,11582,Ray Bradbury
Q5580,11579,Albrecht Dürer
Q9317,11573,John Maynard Keynes
Q2632,11571,Ringo Starr
Q9671,11569,Michael Schumacher
Q42207,11563,Caravaggio
Q80938,11555,John Travolta
Q11869,11551,William Henry Harrison
Q2685,11551,Arnold Schwarzenegger
Q37079,11512,Tom Cruise
Q35041,11505,William McKinley
Q892,11483,J. R. R. Tolkien
Q37388,11482,Francis Bacon
Q9358,11470,Friedrich Nietzsche
Q41163,11468,Al Pacino
Q42574,11466,James Cameron
Q5432,11460,Francisco de Goya
Q37181,11457,Luiz Inácio Lula da Silva
Q45765,11454,Jack London
Q42775,11453,Johnny Cash
Q7226,11449,Joan of Arc
Q50020,11445,John Stuart Mill
Q34943,11439,Ptolemy
Q9235,11437,Georg Wilhelm Friedrich Hegel
Q17714,11426,Stephen Hawking
Q39476,11420,Emma Watson
Q7721,11405,Napoleon III
Q19837,11404,Steve Jobs
Q38111,11399,Leonardo DiCaprio
Q4235,11398,Miley Cyrus
Q12003,11377,Cher
Q43416,11375,Keanu Reeves
Q5673,11366,Hans Christian Andersen
Q170800,11365,Pedro Calderón de la Barca
Q37693,11359,Paul Gauguin
Q43432,11357,Justin Timberlake
Q30487,11348,Mikhail Gorbachev
Q1512,11347,Robert Louis Stevenson
Q41314,11331,Bobby Fischer
Q42544,11325,Thomas More
Q34086,11322,Justin Bieber
Q7251,11311,Alan Turing
Q23844,11304,George Clooney
Q35236,11304,Herbert Hoover
Q1067,11303,Dante Alighieri
Q38337,11303,Alexandre Dumas
Q37030,11302,Thomas Mann
Q1402,11294,Giovanni Boccaccio
Q39837,11293,Averroes
Q83287,11285,Selena Gomez
Q5608,11284,Eminem
Q57298,11275,Abdullah of Saudi Arabia
Q36844,11256,Rihanna
Q7243,11253,Leo Tolstoy
Q70899,11252,Adam
Q502,11251,Stendhal
Q37767,11250,T. S. Eliot
Q3772,11248,Quentin Tarantino
Q7207,11243,Elizabeth I of England
Q43523,11238,Gerhart Hauptmann
Q2604,11232,Pope Pius XII
Q687,11225,Molière
Q8704,11222,Walt Disney
Q11998,11217,Kylie Minogue
Q30449,11212,Avril Lavigne
Q43293,11211,J. M. Coetzee
Q37979,11211,Akihito
Q8963,11209,Johannes Kepler
Q859,11204,Plato
Q76483,11192,Rainer Maria Rilke
Q35648,11192,William Howard Taft
Q36215,11174,Mark Zuckerberg
Q5152,11173,Mustafa Kemal Atatürk
Q43922,11172,Pope Leo XIII
Q329,11169,Nicolas Sarkozy
Q11666,11162,Maria Sharapova
Q42827,11162,Gregory I
Q4573,11159,Sean Connery
Q9312,11159,Immanuel Kant
Q307,11157,Galileo Galilei
Q8958,11156,Johannes Gutenberg
Q9391,11149,Ludwig Wittgenstein
Q1511,11146,Richard Wagner
Q42869,11143,Nicolas Cage
Q7200,11138,Alexander Pushkin
Q142794,11124,Neymar
Q11758,11123,L. L. Zamenhof
Q34424,11114,Shakira
Q183266,11110,Samuel Johnson
Q29179,11109,Francisco Franco Bahamonde
Q48337,11107,Morgan Freeman
Q9191,11104,René Descartes
Q5105,11095,Celine Dion
Q30547,11095,Mother Teresa
Q4724,11092,Le Corbusier
Q39444,11088,Ronaldinho
Q9685,11088,"Diana, Princess of Wales"
Q1290,11086,Blaise Pascal
Q8772,11080,Joseph Fourier
Q9036,11079,Nikola Tesla
Q83158,11079,Jean Cocteau
Q1048,11078,Julius Caesar
Q34389,11076,Whitney Houston
Q35610,11076,Arthur Conan Doyle
Q935,11073,Isaac Newton
Q38119,11063,Daniel Radcliffe
Q41173,11050,Demi Lovato
Q8011,11047,Avicenna
Q56226,11047,Kim Jong-un
Q9545,11045,Tony Blair
Q34743,11043,Rudyard Kipling
Q34286,11041,Alexander Graham Bell
Q5597,11041,Raphael
Q873,11040,Meryl Streep
Q34981,11039,Isaac Asimov
Q42887,11038,Clement I
Q255,11033,Ludwig van Beethoven
Q44481,11032,Pierre-Simon Laplace
Q8747,11031,Euclid
Q7245,11024,Mark Twain
Q44183,11019,William Golding
Q2492,11012,Konrad Adenauer
Q11881,11008,John Tyler
Q42101,11008,Denzel Washington
Q23380,11008,Jean Auguste Dominique Ingres
Q41502,11007,Henryk Sienkiewicz
Q217238,11001,Jimmie Johnson
Q16867,11000,Edgar Allan Poe
Q42156,10999,Henri Bergson
Q47484,10996,André Gide
Q37970,10991,Gregor Mendel
Q9095,10991,James Clerk Maxwell
Q13133,10987,Michelle Obama
Q37103,10985,Florence Nightingale
Q38392,10972,William Faulkner
Q8605,10968,Simón Bolívar
Q1430,10964,Marcus Aurelius
Q58132,10963,Nicolás Maduro
Q7197,10959,Simone de Beauvoir
Q49496,10959,Jean de La Fontaine
Q39212,10956,John Steinbeck
Q1399,10955,Niccolò Machiavelli
Q8768,10955,Henry Ford
Q157,10954,François Hollande
Q1001,10947,Mahatma Gandhi
Q37621,10940,Thomas Hobbes
Q9215,10934,Sigmund Freud
Q40715,10922,Jennifer Lopez
Q241248,10918,Orhan Pamuk
Q81328,10917,Harrison Ford
Q11813,10909,James Madison
Q359442,10905,Bernie Sanders
Q8423,10902,Cyrus the Great
Q6694,10902,Alexander von Humboldt
Q33477,10900,Eugène Delacroix
Q35064,10898,Agatha Christie
Q44980,10890,Alex Ferguson
Q8413,10888,Constantine the Great
Q1401,10887,Petrarch
Q34851,10882,Elizabeth Taylor
Q55800,10880,Oprah Winfrey
Q165257,10880,Lope de Vega
Q7374,10875,Alfred Hitchcock
Q51552,10870,Roman Polanski
Q47087,10868,Arthur C. Clarke
Q179126,10861,John Ruskin
Q10390,10860,John McCain
Q4583,10858,Anne Frank
Q41594,10855,Christina Aguilera
Q39607,10850,Antoine Laurent de Lavoisier
Q44301,10848,Jim Morrison
Q7302,10847,George Frideric Handel
Q79822,10844,Adam Mickiewicz
Q35548,10844,Paul Cézanne
Q6882,10843,James Joyce
Q40213,10836,William Butler Yeats
Q132345,10830,Shinzō Abe
Q178166,10827,Vin Diesel
Q39619,10822,Alī ibn Abī Ṭālib
Q79025,10818,Walter Scott
Q41688,10818,Hendrik Lorentz
Q80966,10817,Cate Blanchett
Q7231,10815,Rosa Luxemburg
Q57085,10807,Erich Fromm
Q47213,10807,Warren Buffett
Q7199,10805,Marcel Proust
Q82925,10804,Joseph Conrad
Q6722,10802,Carl Friedrich Gauss
Q125249,10801,William James
Q36330,10798,Giordano Bruno
Q44279,10795,Oliver Cromwell
Q37193,10795,Robert Koch
Q36488,10792,Guglielmo Marconi
Q25973,10792,Hermann Hesse
Q619,10792,Nicolaus Copernicus
Q16574,10789,Chiang Kai-shek
Q15975,10788,Montesquieu
Q3816,10787,George Sand
Q41532,10786,Carl Jung
Q448,10786,Denis Diderot
Q2001,10786,Stanley Kubrick
Q38082,10786,Lewis Carroll
Q38222,10785,George Lucas
Q991,10785,Fyodor Dostoyevsky
Q7604,10783,Leonhard Euler
Q34474,10783,Aleksandr Solzhenitsyn
Q35802,10780,Benedictus de Spinoza
Q40523,10774,Julia Roberts
Q8743,10769,Thomas Alva Edison
Q131149,10765,Henry David Thoreau
Q7241,10764,Rabindranath Tagore
Q81960,10763,Robert Burns
Q48301,10761,Martin Heidegger
Q23434,10761,Ernest Hemingway
Q37327,10760,Samuel Beckett
Q181677,10756,George R. R. Martin
Q26876,10754,Taylor Swift
Q635,10743,Cleopatra
Q5577,10742,Salvador Dalí
Q905,10740,Franz Kafka
Q8739,10735,Archimedes
Q7085,10735,Niels Bohr
Q6538,10734,Günter Grass
Q19185,10732,George Bernard Shaw
Q32522,10724,Jennifer Aniston
Q4448,10723,Benedict XV
Q5928,10720,Jimi Hendrix
Q13424289,10713,Edward Snowden
Q43393,10707,Robert Boyle
Q9204,10705,C. S. Lewis
Q39524,10705,Gamal Abdel Nasser
Q720,10703,Genghis Khan
Q181,10701,Jimmy Wales
Q909,10701,Jorge Luis Borges
Q43499,10701,Erasmus
Q172599,10696,Giacomo Leopardi
Q66107,10696,Henry Kissinger
Q9021,10694,Max Planck
Q131333,10693,George Eliot
Q37459,10687,Nicole Kidman
Q9327,10686,Guy de Maupassant
Q35149,10686,Wilhelm Röntgen
Q40224,10683,Karl Benz
Q41178,10681,Haile Selassie I
Q383541,10681,Basshunter
Q2038,10680,François Mitterrand
Q44272,10680,Michel Foucault
Q39792,10680,Jack Nicholson
Q127332,10679,Charlotte Brontë
Q4612,10677,Marlene Dietrich
Q5878,10674,Gabriel García Márquez
Q80405,10673,Julianne Moore
Q30875,10670,Oscar Wilde
Q37463,10658,Pierre Curie
Q539,10655,Giuseppe Garibaldi
Q46096,10652,Felix Mendelssohn
Q46809,10652,Raúl Castro Ruz
Q529,10649,Louis Pasteur
Q42443,10648,Anatole France
Q34670,10643,Albert Camus
Q1426,10640,Roger Federer
Q47480,10640,Paul Dirac
Q5679,10635,Lord Byron
Q25089,10632,Woody Allen
Q36517,10632,Francis Drake
Q81244,10629,Karl Popper
Q501,10620,Charles Baudelaire
Q39246,10618,Richard Feynman
Q742,10618,Jean Racine
Q410,10617,Carl Sagan
Q360,10616,Julian Assange
Q5586,10615,Katsushika Hokusai
Q30755,10615,Auguste Rodin
Q41166,10612,Jonathan Swift
Q34460,10607,Gwyneth Paltrow
Q5603,10604,Andy Warhol
Q33977,10598,Jules Verne
Q37151,10596,Sun Tzu
Q126462,10595,Thomas Paine
Q9711,10594,Honoré de Balzac
Q5682,10593,Miguel de Cervantes
Q9535,10593,Shah Rukh Khan
Q34787,10592,Friedrich Engels
Q42323,10592,Pius XI
Q680,10591,Alessandro Volta
Q82248,10589,John Galsworthy
Q12897,10587,Pelé
Q913,10587,Socrates
Q9441,10584,Gautama Buddha
Q35286,10582,Warren G. Harding
Q44371,10578,Valentina Tereshkova
Q134942,10576,William Somerset Maugham
Q1425,10575,Trajan
Q36023,10573,Calvin Coolidge
Q93354,10569,F. Scott Fitzgerald
Q41513,10569,William Blake
Q9106,10565,Dmitri Mendeleev
Q60025,10560,Hannah Arendt
Q80900,10560,Pearl S. Buck
Q296,10559,Claude Monet
Q15031,10546,Xi Jinping
Q41866,10542,Justinian I
Q36724,10528,Attila
Q127330,10525,Frank Zappa
Q2514,10520,Willy Brandt
Q11817,10520,Andrew Jackson
Q102585,10518,Johann Gottlieb Fichte
Q38193,10517,Arthur Schopenhauer
Q42747,10517,Heinrich Böll
Q7351,10516,Robert Schumann
Q42511,10513,H. G. Wells
Q9123,10510,Ernest Rutherford
Q43718,10504,Nikolai Gogol
Q41309,10504,Franz Liszt
Q41749,10502,Joseph Goebbels
Q14277,10497,William Herschel
Q205707,10496,Bradley Cooper
Q14060,10491,Erwin Rommel
Q5752,10486,Peter Kropotkin
Q9570,10485,Amitabh Bachchan
Q169150,10484,Alexandre Dumas fils
Q102124,10482,Sigourney Weaver
Q7327,10481,Yuri Gagarin
Q2252,10476,Buzz Aldrin
Q11815,10475,James Monroe
Q9387,10469,Max Weber
Q36322,10469,Jane Austen
Q128560,10468,Graham Greene
Q334923,10463,Abu Bakr
Q41155,10461,Heraclitus
Q1541,10454,Cicero
Q2105,10453,Jacques Chirac
Q80504,10452,Nicolae Ceaușescu
Q127398,10451,Moshe ben Maimon
Q42247,10449,Sully Prudhomme
Q504,10447,Émile Zola
Q7198,10440,Ovid
Q47152,10437,Mary Shelley
Q7996,10435,Ivan IV Vasilyevich
Q8612,10431,Andrew Johnson
Q83003,10430,Antonio Gramsci
Q1407,10428,Tiberius
Q7349,10424,Joseph Haydn
Q1413,10424,Nero
Q83338,10422,Robin Williams
Q4496,10422,Mitt Romney
Q41390,10421,Kurt Gödel
Q44329,10408,Bashar al-Assad
Q6107,10407,Tupac Shakur
Q493,10404,Arthur Rimbaud
Q125121,10401,Aretha Franklin
Q2866,10401,Alexander Lukashenko
Q10665,10396,Kim Jong-il
Q2054,10395,Seneca
Q43067,10394,Heinrich Himmler
Q41408,10392,Federico García Lorca
Q42229,10388,Mel Gibson
Q301,10388,El Greco
Q46633,10385,Charles Babbage
Q8467,10385,Umar ibn Al-Khattāb
Q202765,10385,Kate Winslet
Q34503,10382,Mehmed the Conqueror
Q44461,10380,Richard Dawkins
Q41351,10376,Jodie Foster
Q2518,10372,Helmut Kohl
Q46373,10370,Edgar Degas
Q40722,10370,Dilma Rousseff
Q35498,10367,Chester A. Arthur
Q40904,10363,Werner Heisenberg
Q82110,10361,Steven Seagal
Q5685,10360,Anton Chekhov
Q39931,10360,Pierre-Auguste Renoir
Q43723,10357,Benjamin Netanyahu
Q1340,10355,Antonio Vivaldi
Q37160,10352,David Hume
Q47293,10349,Erich Maria Remarque
Q34253,10343,Linus Torvalds
Q1276,10339,Leonard Cohen
Q1317,10338,Osama bin Laden
Q175535,10337,Matt Damon
Q23114,10336,Lu Xun
Q3925,10332,Grace Kelly
Q4441,10330,Emily Dickinson
Q40599,10329,Édouard Manet
Q43216,10326,Epicurus
Q36661,10326,Henrik Ibsen
Q7071,10325,Li Bai
Q7324,10323,James Cook
Q16397,10318,Bruce Lee
Q5589,10318,Henri Matisse
Q7294,10317,Johannes Brahms
Q2908,10309,Antoine de Saint-Exupéry
Q10261,10309,Pythagoras
Q10707,10307,Robert Mugabe
Q15869,10305,Freddie Mercury
Q33391,10304,Leon Trotsky
Q36303,10301,Thales
Q42299,10300,Bernhard Riemann
Q151403,10299,Thomas Carlyle
Q7523,10298,Kublai Khan
Q297,10298,Diego Velázquez
Q12718,10296,Auguste Comte
Q72984,10295,Bing Crosby
Q12927,10294,Marine Le Pen
Q132805,10293,Thomas Hardy
Q37571,10292,Jackson Pollock
Q36591,10292,Vladimir Nabokov
Q36107,10291,Muhammad Ali
Q36359,10288,Hammurabi
Q41871,10284,Paul Newman
Q152513,10282,Henry Wadsworth Longfellow
Q43179,10277,Ellen Johnson Sirleaf
Q41076,10273,Mariah Carey
Q40874,10273,Doris Lessing
Q25351,10271,Theodor Mommsen
Q48226,10268,Ralph Waldo Emerson
Q44306,10264,Salman Rushdie
Q76430,10263,Carl von Clausewitz
Q15948,10261,Émile Durkheim
Q37064,10260,Alexander Fleming
Q2124,10259,Valéry Giscard d'Estaing
Q9381,10258,Adam Smith
Q37060,10254,José Saramago
Q368,10254,Augusto Pinochet
Q75655,10252,Pierre de Fermat
Q9038,10252,Al-Khwarizmi
Q1254,10252,Kofi Annan
Q41117,10252,Kim Il-sung
Q59180,10251,Diogenes of Sinope
Q862,10250,Joseph Brodsky
Q38757,10249,Bertolt Brecht
Q40649,10246,Cristina Fernández de Kirchner
Q41568,10246,Michel de Montaigne
Q82409,10246,Samuel Taylor Coleridge
Q80046,10246,Charlize Theron
Q1496,10245,Ferdinand Magellan
Q45546,10244,William Wordsworth
Q8006,10243,Akira Kurosawa
Q49325,10240,Albert Schweitzer
Q27645,10239,Mikhail Bakunin
Q7371,10237,Federico Fellini
Q11820,10236,Martin Van Buren
Q57336,10233,Ali Khamenei
Q15897,10232,Amy Winehouse
Q82083,10231,John Keats
Q1615,10226,Neil Armstrong
Q36014,10226,Ho Chi Minh
Q4605,10225,Sarah Bernhardt
Q168728,10222,Robert Frost
Q47162,10222,Romain Rolland
Q34597,10220,James A. Garfield
Q12325,10218,James Buchanan
Q34211,10215,Yasser Arafat
Q19526,10214,Maya Angelou
Q7235,10213,Sophocles
Q24313,10211,Mike Pence
Q675,10210,André-Marie Ampère
Q40909,10210,Virginia Woolf
Q7315,10206,Pyotr Ilyich Tchaikovsky
Q2185,10206,Georges Pompidou
Q311440,10205,António Guterres
Q5683,10202,Geoffrey Chaucer
Q25328,10200,Antoni Gaudí
Q37876,10198,Natalie Portman
Q409,10196,Bob Marley
Q164047,10196,Alexander Pope
Q35171,10193,Grover Cleveland
Q10132,10193,Rafael Nadal
Q8474,10191,Suleiman the Magnificent
Q46602,10191,Ivan Bunin
Q41042,10190,Harold Pinter
Q40826,10187,Knut Hamsun
Q217096,10187,Naruhito
Q12154,10186,Tutankhamon
Q37610,10186,David Ben-Gurion
Q80871,10185,Gabriela Mistral
Q42985,10185,Ivan Pavlov
Q1268,10182,Frédéric Chopin
Q72334,10182,Toni Morrison
Q7326,10176,Hernán Cortés
Q39666,10175,Penélope Cruz
Q42831,10174,Ivan Turgenev
Q8573,10173,Sun Yat-sen
Q25369,10172,Kobe Bryant
Q83396,10168,Eleanor Roosevelt
Q11891,10165,James K. Polk
Q38203,10163,Helen Keller
Q1463,10162,Ferdinand Marcos
Q42596,10161,Frédéric Mistral
Q44197,10157,Maximilien Robespierre
Q9041,10157,James Watt
Q26825,10155,Herodotos
Q183144,10154,Epictetus
Q7317,10154,Giuseppe Verdi
Q6101,10152,Marco Polo
Q40791,10150,Sandra Bullock
Q17293,10150,His Holiness the Dalai Lama 14 Tendzin Gyatso
Q35314,10146,Nikita Khrushchev
Q231690,10145,Bhimrao Ramji Ambedkar
Q180338,10143,Christopher Lee
Q58720,10142,Mikhail Vassilyevich Lomonosov
Q123469,10139,Sinclair Lewis
Q7311,10138,Giacomo Puccini
Q11459,10136,Serena Williams
Q43444,10130,Gustave Flaubert
Q2680,10130,Bruce Willis
Q4700,10127,Claude Debussy
Q320,10123,Michelle Bachelet
Q23365,10121,Jeremy Renner
Q34012,10121,Marlon Brando
Q4604,10120,Confucius
Q189490,10118,Jennifer Lawrence
Q81685,10118,François Mauriac
Q42786,10118,Audrey Hepburn
Q47059,10115,Aishwarya Rai Bachchan
Q11896,10115,Zachary Taylor
Q926,10113,Roald Amundsen
Q81082,10111,Henri Poincaré
Q40026,10104,Sylvester Stallone
Q8750,10103,Michael Faraday
Q39599,10102,Christiaan Huygens
Q23215,10101,Adele
Q7312,10101,Franz Schubert
Q41585,10101,David Hilbert
Q82006,10100,Benjamin Disraeli
Q83041,10098,Anaxagoras
Q8873,10097,Satyajit Ray
Q835,10094,Mikhail Bulgakov
Q34479,10090,Hirohito
Q17163,10087,Johan Cruyff
Q46405,10079,Bjørnstjerne Bjørnson
Q6691,10076,Homer
Q43874,10068,Eddie Murphy
Q47154,10066,Lucretius
Q7439,10065,Richard Stallman
Q5588,10062,Frida Kahlo
Q35686,10061,Rutherford B. Hayes
Q11930,10058,Kevin Costner
Q36620,10054,Tycho Brahe
Q5812,10053,Novak Djokovic
Q125551,10047,Parmenides
Q12807,10046,Umberto Eco
Q7331,10045,Ibn Battuta
Q8597,10044,Akbar
Q41406,10042,Edvard Munch
Q590,10038,Luís de Camões
Q1409,10036,Caligula
Q206,10035,Stephen Harper
Q3355,10034,Amelia Earhart
Q43347,10034,Rumi
Q48983,10030,Linus Pauling
Q34453,10029,Boris Yeltsin
Q238464,10028,Simon Pegg
Q36268,10022,Brigitte Bardot
Q40939,10022,Aeschylus
Q440,10022,Salvador Allende
Q7321,10021,Jacques Cartier
Q4985,10018,Herman Melville
Q36740,10016,Aung San Suu Kyi
Q46599,10016,Mikhail Lermontov
Q2530,10015,Gerhard Schröder
Q44077,10015,Jessica Alba
Q48305,10013,Euripides
Q80398,10009,Pericles
Q129817,10008,Russell Crowe
Q41921,10008,Rosa Parks
Q8778,10006,Galen
Q8753,10005,Enrico Fermi
Q23359,10004,Taylor Lautner
Q40504,10004,Jim Carrey
Q183167,10002,G. K. Chesterton
Q7298,9999,Antonín Dvořák
Q234819,9995,Alice Munro
Q35678,9993,Benjamin Harrison
Q1835,9993,Zinedine Zidane
Q39464,9993,Pol Pot
Q12706,9993,Maxim Gorky
Q80596,9993,Arthur Miller
Q57371,9993,Ilham Aliyev
Q102513,9985,Harriet Beecher Stowe
Q43736,9982,Yasunari Kawabata
Q43944,9982,Hamid Karzai
Q16390,9980,Humphrey Bogart
Q35900,9976,Omar Khayyám
Q134798,9972,Haruki Murakami
Q57410,9969,Shimon Peres
Q80069,9965,Megan Fox
Q36456,9964,Hannibal
Q7728,9962,Grazia Deledda
Q41223,9962,Boris Pasternak
Q23530,9961,Dmitry Medvedev
Q41914,9960,Manmohan Singh
Q42398,9958,Mikhail Sholokhov
Q40946,9956,Daniel Defoe
Q43423,9955,Aesop
Q79904,9954,J. D. Salinger
Q23760,9953,Rowan Atkinson
Q1403,9939,Luigi Pirandello
Q132964,9937,Vladimir Mayakovsky
Q8462,9937,Timur
Q9130,9936,Erwin Schrödinger
Q69339,9935,Nathaniel Hawthorne
Q7314,9934,Igor Stravinsky
Q1419,9933,Vespasian
Q15029,9931,Hu Jintao
Q106529,9930,Alain Delon
Q41617,9928,Liu Xiaobo
Q755,9924,Paul Verlaine
Q9333,9923,Laozi
Q8446,9923,Kurt Cobain
Q33772,9921,Du Fu
Q80137,9918,Emily Brontë
Q23466,9918,Chris Pine
Q101638,9917,Mary Wollstonecraft
Q8442,9916,Otto von Bismarck
Q144535,9916,Herbert Spencer
Q7192,9916,Qin Shi Huangdi
Q39978,9916,Nostradameus
Q45970,9915,Czesław Miłosz
Q765,9915,Dario Fo
Q1047,9910,Jawaharlal Nehru
Q31628,9907,Sergei Yesenin
Q1151,9907,Hector Berlioz
Q131018,9905,François Rabelais
