uri,count,itemLabel
Q3391743,165540,visual artist
Q1925963,38897,graphic artist
Q28389,33718,screenwriter
https://en.wikipedia.org/wiki/Lee_Child,33179,
https://en.wikipedia.org/wiki/Emily_Wilson_(journalist),30837,
https://en.wikipedia.org/wiki/M.I.A._(rapper),29388,
Q10800557,29318,film actor
https://en.wikipedia.org/wiki/Shannon_Lee,29216,
https://en.wikipedia.org/wiki/Eugene_Gordon_Lee,29205,
https://en.wikipedia.org/wiki/Lee_Childs,29203,
https://en.wikipedia.org/wiki/Emily_Wilson_(classicist),26864,
https://en.wikipedia.org/wiki/Emily_Wilson_(actress),26862,
https://en.wikipedia.org/wiki/Adhir_Kalyan,26862,
https://en.wikipedia.org/wiki/Emily_Wilson_(footballer),26861,
https://en.wikipedia.org/wiki/Emily_Wilson_Walker,26861,
Q10798782,24679,television actor
Q185351,22130,jurist
Q1650915,21206,researcher
Q2374149,20385,botanist
Q250867,20314,Catholic priest
Q10873124,19832,chess player
Q12299841,19414,cricketer
Q14373094,19396,rugby league player
Q509260,19193,John Zimmerman
Q6499255,19135,Laura Nader
Q7340648,19026,Rob Whitehurst
Q6232209,18964,John F. Cassidy
Q16015822,18917,Jerry Fleck
Q107626126,18010,Mauricio Lara
Q6499614,17659,Lauran Paine
https://en.wikipedia.org/wiki/David_Lee_Child,9940,
Q5208,9533,Huang Xianfan
Q11114478,7682,Dingfen Liang
Q1695795,7597,Johann Peter Lyser
Q4925477,7299,John
Q16031357,6506,John Kinyon
https://en.wikipedia.org/wiki/Emily_VanCamp,6210,
https://en.wikipedia.org/wiki/Andrew_Grant_(writer),5762,
Q10270643,5559,Eduardo Collen Leite
Q63069732,5257,Manoel Raimundo Soares
Q105947904,5242,John David Griffith Davies
Q16028039,5230,W. Howard Baker
Q2853642,5229,Antoine Balthazar Joachim d'André
Q28120451,5176,Charles Ellis Johnson
Q5949768,5091,Juan Gil Fernández
Q3284965,5067,Mame Younousse Dieng
Q6131053,5030,"James Carnegie, 9th Earl of Southesk"
Q55836165,5003,Jean-François de Los-Rios
Q1874282,4933,Ludwig Christian Lichtenberg
Q3260434,4929,Louis Charles de Machault d'Arnouville
Q1448520,4927,Franz Petri
Q5873478,4915,Gabriel Moreno Carrillo
Q1504848,4910,George Julius Engelmann
Q56176570,4910,Thomas Edwards
Q3187279,4906,João Ameal
Q21684999,4905,Jean Paul de Rome d'Ardène
Q14743826,4889,Josef Maria Ritz
Q2839187,4886,Antonio Sánchez Moguel
Q85098678,4884,Jean-Pierre Kaiser
Q21027594,4883,Julie Rocheleau
Q19629204,4880,Philippe Papin
Q3132181,4870,Henri Woollett
Q3336611,4869,Nathalie Jomard
Q63866129,4864,David Spivak
Q3667489,4858,Clara Gonzaga
Q1467474,4858,Fritz Weiss
Q8066536,4857,Zara Mints
Q6371738,4856,Karl Egil Aubert
Q94276,4855,Martianus Hiberniensis
Q3557077,4854,Victor-Donatien de Musset-Pathay
Q107224705,4854,Joseph Meicock
Q5296413,4850,Donna Matthews
Q3092285,4848,Félicie d'Ayzac
Q1167286,4844,Gerhard Schmidt
Q104791774,4826,Richard Moody
Q101878,4825,Friedrich Griese
Q3105624,4824,Gilbert Bourdin
Q787717,4824,Pierre Lacoste
Q20538968,4822,Jean-Jérôme Imbault
Q3384359,4822,Pierre Chanlaine
Q1380845,4821,Ivan Wyschnegradsky
Q19880951,4820,Janet L. Jacobs
Q2939592,4819,Carmen Campagne
Q6688278,4816,Louis Till
Q6520707,4812,Leland B. Harrison
Q16116065,4810,Ivan Golub
Q3185262,4804,Joseph Louis Andlauer
Q3187784,4804,Juan Rozoff
Q603926,4800,Antonio Orbe
Q464072,4797,Elisabeth Haich
Q55950558,4796,Juan Agustín Morfi
Q3749875,4796,Francesco De Grandi
Q27058670,4788,Heinrich Moritz Dolch
Q55944154,4788,Jean-Marcel Humbert
Q3083342,4788,François-Daniel Reisseissen
Q5804958,4788,Fernando Medina
Q16945065,4786,Caroline Espinet
Q22665511,4786,Shushanik Nazaryan
Q53710058,4781,Rolf Gundlach
Q363747,4780,Simon Njami
Q2641192,4778,Grigore III Ghica
Q3309200,4778,Michel Carly
Q7326155,4776,Richard H. Helmholz
Q1582210,4774,Hans Saner
Q3420952,4772,Raymond Joly
Q3787475,4772,"H. Tristram Engelhardt, Jr."
Q381150,4771,Nuri as-Said
Q2976792,4771,Claude-Marie Le Laé
Q36318409,4771,Jacques de Caumont La Force
Q3340654,4770,Nicolas Perrault
Q12742094,4770,Teodor V. Ștefanelli
Q41566837,4769,Johannes Blancus
Q27767437,4764,Lydie Rostopchine
Q1446519,4764,Franz Darpe
Q1331491,4763,Elke Hartmann
Q3310114,4760,Michel Launay
Q12343486,4759,Tønnes Christian Bruun de Neergaard
Q203171,4758,Alfred M. Freudenthal
Q3386562,4757,Pierre Perrault
Q1937725,4754,Theodor Däubler
Q25349719,4754,Gerhard Heber
Q63981901,4753,Saaler Sven
Q5334607,4751,Ed Bullins
Q14900708,4751,Eva Engel-Holland
Q1159117,4751,Dan Mathews
Q7153782,4751,Paul Steenhuisen
Q6490971,4750,Larry Portis
Q60034627,4750,Celia Chazelle
Q975584,4750,Mario Pilati
Q47006117,4749,Martin Dumont
Q2898258,4749,Bernard Mabille
Q5310417,4749,Duanmu Hongliang
Q2591342,4747,Wolfgang Schwarz
Q513481,4746,Constantin C. Giurescu
Q19671543,4746,César Gala Vallejo
Q23391666,4746,Albert Schreiner
Q12339242,4745,Thomas Riis
Q1292482,4744,Edward Hartwig
Q11836334,4743,Stefan Swieżawski
Q3050904,4742,Elian-J. Finbert
Q3425933,4742,René Brouillet
Q3168795,4741,Jean-Philippe Domecq
Q63774285,4741,Cathy Schneider
Q1287164,4740,Vedanayagam Samuel Azariah
Q59310267,4739,Gerald Berenson
Q55899631,4738,Emile Jacquemin
Q30234102,4738,Jean Yver
Q5863113,4737,Florentino Castro Guisasola
Q1441551,4736,Stefan König
Q1358833,4735,Ernst Jacobi
Q3622579,4734,Vladimir Georgiev
Q16269191,4734,Peter Walther
Q15429249,4733,Francesco Bartoli
Q594070,4733,Anton Seder
Q3394213,4732,Carles Fontserè
Q17123923,4732,Jürgen Kraus
Q1758106,4732,Paolo Vita-Finzi
Q3119874,4731,Guillaume Griffon
Q2853491,4731,Antoine-Jacques Roustan
Q126314,4731,Ferdinand Trendelenburg
Q18543908,4730,Nicolae Dan Cristescu
Q5396196,4730,Erwin Rudolph
Q818039,4730,Benny Barth
Q3426551,4729,René Leyvraz
Q14174766,4725,Lee Ze-ha
Q4978888,4725,Saga Sjöberg
Q3300332,4725,Maurice Attia
Q3159337,4724,Jacques Lecaillon
Q3119869,4724,Guillaume Gomez
Q59531091,4723,Joachim Wieder
Q1873423,4723,Lucien Simoën
Q33983200,4723,Marco Vitale
Q5340573,4722,Eduardo Cote Lamus
Q3421034,4721,Raymond Massaro
Q2440469,4721,Tomasz Lazar
Q4665232,4720,Abdul-Nabi Isstaif
Q5411143,4720,Cristian Figueroa Acevedo
Q3301135,4719,Maurice Maréchal
Q6915753,4719,Moses Dunbar
Q3645853,4718,Bruno Mugellini
Q56118308,4716,Jean Boulnois
Q3133933,4716,Hercule Grisel
Q3061474,4715,Evergon
Q3588316,4715,Émile Badel
Q1790118,4715,Ralf-Rainer Hübner
Q2282382,4714,Patrick Villas
Q5040682,4713,Carl Rakosi
Q3905158,4713,Lothar Deplazes
Q26924654,4712,Paul Oltramare
Q3201164,4712,Kévin Razy
Q79097506,4712,Albert Landerer
Q3104910,4712,Ghjuvan Filippu Antolini
Q10207490,4711,Pierre Miremont
Q8775497,4711,Emili Gómez Nadal
Q2642239,4711,Alexander Haggerty Krappe
Q3219062,4711,Laurent Bourdon
Q59588092,4711,Moises Lino e Silva
Q2436364,4708,Cid Corman
Q4327587,4707,Yevgeny Nosov
Q1486389,4707,Oskar Ansull
Q140355,4707,Zagorka Golubović
Q3131995,4707,Henri Schilli
Q1257455,4707,Kazimierz Majdański
Q3131677,4707,Henri Motulsky
Q104890,4706,Detlef Gojowy
Q4723215,4706,Alfred Nieman
Q4137146,4706,Aleksandr Gerd
Q3380036,4706,Philippe Hurault de Cheverny
Q54835855,4705,Barbara Wolff
Q5220712,4705,Danny Orleans
Q12735681,4705,Mircea Djuvara
Q3490430,4705,Sonia K. Laflamme
Q2490516,4704,Naim Ateek
Q28465662,4703,Georges Magnane
Q55836304,4702,José Manuel Peramás
Q52148519,4702,Fritz Kunz
Q36182457,4702,Jacques Charpy
Q28358585,4702,Leoníd Issaákovitch Róïzman
Q3396103,4702,Pompiliu Eliade
Q122559,4702,Fritz Näf
Q18238897,4701,Alcanter de Brahm (Marcel Bernhardt)
Q16615064,4701,Wiesław Theiss
Q55948953,4700,Elaine J. Marmel
Q10278130,4700,Eudoro de Sousa
Q55948435,4699,Luciano Vandelli
Q1597665,4699,Heinrich Hubmann
Q13580304,4699,Arnaud Chaffanjon
Q121222,4699,Helmut Willke
Q59821970,4699,Denis Hirson
Q13358832,4698,Vincenzo Monaco
Q1562150,4698,Nicole C. Vosseler
Q23040071,4698,Heikki Suomalainen
Q3367352,4698,Pascal Cribier
Q12720334,4697,Alexandru I. Lapedatu
Q23059975,4697,Leo Regener
Q55620325,4696,Jacques Veyrenc
Q872306,4696,Udo Schaefer
Q67179670,4696,Pere Joan i Tous
Q3170343,4696,Jean Alzine
Q5697684,4696,Antonio Acevedo Escobedo
Q76344207,4695,John Lloyd Thomas Jones
Q6732087,4695,Magnus Egerstedt
Q355597,4695,Gunnar Lundkvist
Q3188607,4695,Jules Gaudard
Q6673384,4695,Shyfra Werber
Q3762950,4694,Giancarlo Pontiggia
Q52157488,4694,Jerry Pethick
Q59533414,4694,Peter Grotzer
Q26819136,4694,Volker Frederking
Q15435786,4693,Sabine Wehking
Q15444181,4693,Tim Stüttgen
Q873872,4693,Kurt Horedt
Q36696828,4693,Bénédicte Vilgrain
Q2017937,4693,Olaf Deutschmann
Q48072612,4691,Roger Limouzin-Lamothe
Q4993211,4691,Kjølv Egeland
Q3700023,4691,César Brie
Q108444,4691,Placidus Hieber
Q3289351,4691,Marcel Rosette
Q3188459,4690,Jules Brocherel
Q3750248,4689,Francesco Marsciani
Q7553785,4689,Sofka Zinovieff
Q1466204,4687,Manfred Voß
Q10116482,4687,Sun Xun
Q4477478,4687,Q4477478
Q2756632,4687,Gradimir Smudja
Q1279812,4686,Musa Ćazim Ćatić
Q3257165,4685,Livio Missir Mamachi de Lusignan
Q42529728,4685,Bertha Antonia Wallner
Q55938413,4685,Georges Teyssot
Q12793433,4683,Karel Oštir
Q329990,4682,ringu tulku
Q3263929,4681,Loul Combres
Q5927456,4680,Javier Barón
Q4491341,4678,Yuri Fokin
Q11542111,4677,Masayuki Higuchi
Q3924125,4676,Prospero Caravita
Q59530267,4675,Gary Slapper
Q4396313,4675,Nikolai Rozhkov
Q55675663,4675,Bjarni Einarsson
Q55939619,4673,Winfried Woesler
Q19937771,4672,Dimitrije Vučenov
Q23943743,4671,Mimoun Azizi
Q59531198,4670,Jacqueline Karageorghis
Q553667,4669,Carlos Lamarca
Q53775591,4669,Wolfram Benda
Q61157532,4668,Sujata Moorti
Q41559772,4660,Georges Bastard
Q6228773,4610,John Davies Knatchbull Lloyd
Q7376025,4592,Rubens Paiva
Q6228737,4575,John Davies
Q10857734,4544,Zdeněk Vojtěch Peukert
Q18693195,4498,William Jones Stairs
Q6113362,4461,Jack Jones
Q193592,4260,midfielder
Q16749841,4256,R. W. T. Lees-Jones
Q108541065,4221,John Jones
Q18246299,4198,Edmur Péricles Camargo
Q20824262,4198,John Thomas Jones
Q20733703,4151,Thomas Jones
Q296797,4138,David Davies
Q6242046,4137,John Jones
Q7819582,4121,Tommy Jones
Q20732837,4117,David John Davies
Q54865065,4114,Thomas John Jones
Q55859325,4108,Thomas Johnes Viscount Ranelagh
Q6228764,4100,John Davies
Q75963090,4068,Thomas Jones
Q12344159,4039,William
Q168235,4029,"Tristan Garel-Jones, Baron Garel Jones"
Q20733364,4027,John David Davies
Q1680854,4010,James Morgan Walsh
Q76068245,4004,Thomas David Lloyd-Jones
Q63069636,4002,Fernando Augusto Valente da Fonseca
Q75786754,3993,James Nathaniel Jones
Q99066513,3976,"Sir Thomas Johnes (or Jones), of Abermarlais"
Q17413889,3976,Virgílio Gomes da Silva
Q3370783,3971,Paul Bérato
Q338044,3945,Denzil Davies
Q56177015,3922,Owen Evans
Q15998475,3917,David Bevan
Q75815106,3910,David John Davies
Q752297,3905,Doctor of Philosophy
Q56179817,3890,Thomas Jones
Q7791367,3879,"Thomas Jones, Baron Maelor"
Q76023281,3842,John Thomas Jones
Q63159459,3833,John Hodgson Jones
Q21461259,3825,John Elwyn
Q6113364,3808,Jack Jones
Q19360550,3780,John D. Jones
Q76132227,3771,"Sir David John Walter Prichard-Jones, 3rd Bt."
Q18331069,3738,J. William Jones
Q2447574,3729,John H. Jones
Q336286,3707,defender
Q96099625,3701,Samuel J. Smith
Q5235668,3692,David John Jones
Q102175667,3691,John David Stuart Jones
Q20821180,3677,John William Jones
Q18535752,3675,John William Jones
Q63155431,3667,Thomas John Anderson
Q917090,3659,"Joan of Valois, Queen of Navarre"
Q75291662,3644,John William Wynne-Jones
Q75980608,3641,David William Lloyd Davies
Q94534993,3629,Abigail Louisa Smith Adams
Q20733679,3616,John William Jones
Q10517852,3602,William Jones
Q41617214,3599,Johann Ernst Müller
Q75587592,3596,Very David John Jones
Q76165281,3596,David John Silian Jones
Q280658,3596,forward
Q6242028,3585,John Jones
Q17413813,3582,Luiz José da Cunha
https://en.wikipedia.org/wiki/Jesse_Saunders,3575,
Q20733365,3567,John David Rheinallt Jones
Q1247941,3563,John William Jones
Q56179444,3559,David Jones
Q63069682,3556,José Campos Barreto
Q7819583,3532,Tommy Jones
Q20732838,3532,David John Tawe Jones
Q5726033,3529,Henry Morris-Jones
Q76182143,3517,John William Jones
Q60761614,3511,William John Philpin Jones
Q571404,3505,"John Albert II, Duke of Mecklenburg"
Q535213,3491,John Davies Evans
Q20821179,3485,John William Jones
Q102173582,3479,John William Jones
Q18535562,3455,William John Davies
Q56179786,3447,Thomas William Jones
Q7346053,3441,Robert James Thomas Digby-Jones
Q1091237,3439,"David Armstrong-Jones, 2nd Earl of Snowdon"
Q63069781,3438,Raul Amaro Nin Ferreira
Q16005792,3433,Johnny Davies
Q76225238,3404,Mary Jones
Q15438714,3397,W. D. Davies
Q21176929,3377,Francis Worcester Doughty
Q80550000,3356,George E. Rochester
Q2707152,3352,Charles Emmanuel
Q75288522,3347,William John Davies
Q5208986,3344,Dai Davies
Q21465707,3338,William John Elwyn Davies
Q15998663,3336,John Thomas Davies
Q75753796,3330,Thomas John Davies
Q76088327,3329,John William Davies
Q63069764,3328,Otoniel Campo Barreto
Q76368625,3326,William John Davies
Q76102734,3325,William Davies John
Q56179587,3325,John David Jones
Q1726940,3316,John James Williams
Q56179864,3310,William Jones
Q7346167,3306,Robert Jones
Q15734590,3302,Alma Sundquist
Q108678888,3293,Thomas William Jones
Q17413841,3292,João Batista Franco Drummond
Q10341039,3288,Onofre Pinto
Q76201053,3286,John Stanley Griffith-Jones
Q106784995,3280,Gulielma Maria Morris Smith
Q56179405,3275,David Thomas Jones
Q76323276,3273,John Richard Hughes Jones
Q56186684,3271,John William Jones
Q28600130,3271,David Thomas Jones
Q75684652,3267,John William Jones
Q75459274,3266,John William Jones
Q75648407,3265,William John Jones
Q76327527,3265,William John Jones
Q6260547,3255,John Thomas Davies
Q4811427,3254,Astrid Cleve
Q75648523,3250,David William Davies
Q63159466,3240,William Richard Sumption Jones
Q96080959,3235,David William Davies
Q6145643,3230,James Williams
Q18350562,3227,David Davies
Q63156351,3224,Thomas Common Brown
Q10347710,3221,Pedro Pomar
Q3243531,3221,Lovisa Aarberg
Q4667661,3210,Abigail Adams Smith
Q7343422,3195,Robert Davies
Q37844932,3192,John Thomas Henry Smith
Q19560892,3179,John R. Jones
Q22087267,3178,John Griffith-Jones
Q102554896,3175,David Thomas Llewellyn-Jones
Q165894,3173,John Davies
Q443417,3160,"Infante Juan, Count of Montizón"
Q76215750,3158,John Williams alias Jones
Q1580558,3145,Hans-Joachim Koblinski
Q47460742,3144,Thomas Carey-Evans
Q1389749,3126,John James Jones
Q96074216,3118,Robert James Probyn-Williams
Q10396134,3113,Ângelo Arroyo
Q16030479,3108,John Jones Griffiths
Q75618583,3102,David William Anthony Benton Jones
Q98637361,3098,David Jones-Davies
Q17413840,3098,João Antônio Santos Abi-Eçab
Q56473914,3082,Emma Juliana Gray
Q63162614,3072,John William Abbott Steggall
Q55618934,3069,William Williams
Q20733596,3059,John Owen Jones
Q64685412,3058,John Ackworth
Q1590241,3055,"Charles Augustus, Hereditary Grand Duke of Saxe-Weimar-Eisenach"
Q6238111,3041,John Harvey-Jones
Q63071235,3034,Pedro Jerônimo de Souza
Q10376638,3034,Sônia Maria de Moraes Angel Jones
Q202881,3032,John B. Johnson
Q2041350,3028,Walter Jones
Q7819577,3024,Tommy Jones-Davies
Q95387889,3024,František Frolík
Q17413815,3001,David Capistrano da Costa
Q576665,2982,John of Gravina
Q76732,2981,Johann Adam Schall von Bell
Q6253897,2980,John R. Jones
Q567826,2979,John Edward Jones
Q50971803,2979,Railway Administration of German South West Africa
Q76102649,2978,Thomas David Gwynn Davies
Q75582669,2975,Thomas David Davies
Q5541150,2973,George Jones
Q105209571,2969,Karim Khan
Q63069716,2968,Luís Antônio Santa Bárbara
Q21535446,2962,John Griffiths (Jack) Davies
Q100147886,2953,Abigail Adams Angier
Q63163871,2952,John Begby Williams
Q10322231,2951,Lúcia Maria de Souza
Q112108,2947,"Robert, Archduke of Austria-Este"
Q7559016,2944,Solveig Nordström
Q20733427,2939,John Griffith Davies
Q55065052,2939,James Rushton John Llewellyn-Jones
Q4934458,2932,Sofia Ahlbom
Q56187336,2930,David Thomas Davies
Q98778381,2926,Alexander Mackenzie
Q76084990,2921,Edward John Owen Davies
Q16940158,2918,José Maria Ferreira Araújo
Q75655364,2918,John William Smith O'Brien Blake
Q20734475,2917,Thomas John Evans
Q108912889,2909,"William ap John ap Thomas Jones, of Treowen, lord of Hendre Obeth, et. al."
Q63157144,2906,Henry Smith Cropper
Q16089943,2900,John Jones
Q2735028,2896,Prince Christian of Hanover
Q29632177,2880,George James Corbould
Q75820176,2877,John Charles William Smith
Q63679,2876,Prince Frederick Charles of Hesse
Q16000300,2875,John Henry Jones
Q7437274,2873,Scott Smith
Q6264261,2866,John William Smith
Q97064951,2860,John Harry Jones
Q75239567,2858,John Arthur Edward Herbert
Q21536277,2850,Leslie John Roberts Jones
Q75962463,2849,Simon William Clement-Jones
Q17490072,2849,Hiram de Lima Pereira
Q4969624,2848,Ida Göthilda Nilsson
Q21453389,2845,Robert John Jones
Q61107862,2844,John Robert Jones
Q6260407,2844,John Taylor Jones
Q27082277,2842,Henry Thomas Tyrwhitt
Q20821164,2841,John James Jones
Q6241593,2840,John James Smith
Q15996284,2838,John Daniel Jones
Q20821157,2837,John Edward Jones
Q76207931,2832,John Jones Williams
Q63156346,2831,George William Alston Brown
Q4483088,2828,Joaquim Câmara Ferreira
Q24040992,2822,John Henry Kelly
Q20733569,2819,John Morgan Jones
Q56179593,2818,John Henry Jones
Q20733598,2816,John Owen Jones
Q55964731,2815,Daniel T. Streib
Q7114531,2804,Owen Jones
Q6242016,2802,John Jones
Q75497163,2800,John Owen Fisher Davies
Q7350344,2799,Robert Thomas Jones
Q5940446,2799,John Augustine Smith
Q18204370,2798,St John Hornby
Q19325454,2794,John Jones
Q28872946,2793,Edward Taylor-Jones
Q63069696,2791,José Raimundo da Costa
Q105032322,2791,Myra Douglas
Q66481206,2790,John Lewis Jones
Q20821166,2785,John Jones Owen
Q6251454,2770,John Owen Jones
Q8019308,2769,William Thomas Frederick Davies
Q63157385,2766,Alfred John Dew
Q102206863,2762,John William Adams
Q75957853,2758,James Desire John William Fraser Campbell
Q107224787,2757,George McLean
Q16019229,2754,Robert W. Smith
Q6230799,2753,John E. Jones III
Q7816364,2752,Tom Jones
Q47147136,2752,William Henry Browne
Q76343,2750,Otto von Habsburg
Q75436384,2750,John Robert Jones
Q63162069,2747,James Thomas Sarson
Q63214290,2738,Horacio Domingo Campiglia
Q42887522,2736,Martin Jones
Q75463617,2733,John Roger Smith Adams
Q76126773,2722,Mary Jones
Q310488,2721,Prince John of the United Kingdom
Q713384,2719,Martin Adler
Q17172850,2718,voice
Q28005153,2708,Sophie Margaretta Almon Hensley
Q20821416,2708,David John Evans
Q76105954,2707,John Adams Washington Smith
Q75747833,2703,William David Studley Jones
Q6228732,2703,John Davies
Q325335,2698,John Somers-Smith
Q104465210,2697,George Lynch
Q6228754,2697,John Davies
Q106813570,2690,John Davies
Q594570,2688,Samuel Dexter
Q16730398,2685,Dan Jones
Q6228745,2683,John Davies
Q3160907,2683,James Anderson
Q3739104,2677,natural causes
Q94425455,2677,William David Jones
Q23011238,2677,John Lewis Davies
Q6254740,2674,John Richard Jones
Q17413814,2671,Daniel José de Carvalho
Q8007648,2670,William Davies Thomas
Q75413245,2668,John William James Clark-Kennedy
Q107369672,2664,John Jones
Q18640336,2660,Jack Jones
Q21997813,2659,John Hall-Jones
Q106804640,2656,Mary Leslie
Q108753553,2653,John Norman Harris-Jones
Q75331105,2646,Lord John Scott
Q56179743,2641,Richard Jones
Q20733566,2636,John Morgan Jones
Q4978954,2632,Hilda Sjölin
Q20746789,2631,William Griffith-Jones
Q17413892,2628,Wilson Silva
Q102732952,2628,John James Hughes
Q18693141,2627,Margaret Jones Burke
Q7911239,2624,Victor Barker
Q5233457,2622,David Evans
Q2827030,2621,Agnes de Frumerie
Q75417067,2620,Peregrine Armstrong-Jones
Q16067342,2619,Jack C. Jones
Q17413846,2618,Joel José de Carvalho
Q75423877,2617,William Thomas Davies
Q102256952,2617,"Robert Linzey Jones, III"
Q16186730,2616,Barry Jones
Q16151785,2614,John Jones
Q6242055,2611,John Jones Clarke
Q10294483,2609,Heleny Ferreira Telles Guariba
Q76068247,2609,John Ramsay Lloyd-Jones
Q105882369,2607,John William Smith
Q6228742,2603,John Davies
Q76247313,2602,Thomas Roberts Jones
Q4980313,2602,Fredrika Stenhammar
Q5415442,2597,Evan John Jones
Q99115857,2597,John Jones Spooner
Q22112299,2595,Thomas William Davies
Q82795433,2594,Mónica Suzana Pinus de Binstock
Q14508527,2591,John Jones
Q7668378,2591,Thomas Jones Roberts
Q5235566,2590,David James Davies
Q20804829,2588,William Jones Williams
Q76218511,2587,John Lewis Jones
Q76049537,2587,John Lawrence-Jones
Q63158494,2586,"John Gwynne, Senior"
Q75417172,2586,David John Adams-Lewis
Q106707912,2583,Davy Jones
Q75511638,2582,John Lloyd-Jones
Q18593210,2580,John Davies
Q4702898,2580,"George Hamilton-Gordon, 5th Earl of Aberdeen"
Q21997022,2580,Jack Jones
Q102194154,2578,John Lewis Jones
Q16114712,2576,Robert Jones
Q7340065,2574,Rob Davies
Q2580070,2570,William Murdoch Duncan
Q76199913,2568,John Philip Alexander Hoblyn Jones
Q42399300,2568,Brian Kent-Smith
Q63159148,2565,John Rossiter Hoyle
Q75301433,2565,"Sir John James Smith, 3rd Bt."
Q6115223,2563,Jack Smith
Q352940,2562,"Louis, Count of Évreux"
Q63160349,2562,William McCreath
Q63069670,2559,João Lucas Alves
Q7816368,2556,Tom Jones
Q4976415,2555,Hilda Sachs
Q76304813,2553,William Edward Robert Jones
Q76225016,2550,John Edward James Anderson
Q105218470,2550,John Lloyd-Jones
Q75328865,2549,Delme William Campbell Davies-Evans
Q20821241,2548,William Jones Williams
Q2156898,2546,"Robert Dixon-Smith, Baron Dixon-Smith"
Q20821449,2543,Thomas Robert Jones
Q56182115,2541,John Owen-Jones
Q103330358,2540,William John Stewart McCurdie
Q6200498,2534,Jimmy Jones
Q76137404,2532,David Kenneth Lewis Davies
Q21461196,2530,John Edward Jones
Q57629009,2530,John Powell-Jones
Q41618443,2525,Jean Thierry
Q325823,2521,Thomas Jones
Q4354921,2520,Bertha Tammelin
Q76043198,2517,John Anderson Smith
Q101579945,2516,Tom Smith
Q4961854,2516,Adelaide Leuhusen
Q106490208,2515,John Cahlan
Q106878528,2515,John Thomas Smith
Q29643121,2515,John Lennard-Jones
Q20804790,2514,Thomas Griffiths Jones
Q7817620,2508,Tom Smith
Q5084320,2508,Charley Johnson
Q7819557,2508,Tommy J. Smith
Q63159415,2508,John Clarke Johnson
Q75517433,2507,John Thomas Evans Boyd
Q16596302,2507,Emma Schenson
Q17413796,2506,Alceri Maria Gomes da Silva
Q2483517,2505,Georg von Braun
Q15998402,2503,Richard Jones
Q3180936,2503,John Arthur Jones
Q4767027,2502,Anna Gardell-Ericson
Q7791377,2502,Thomas Jones
Q76171262,2499,"Sir William John Smith-Marriott, 6th Bt."
Q4952198,2496,Margareta Hallin
Q76084987,2496,Peter David Owen Davies
Q970206,2495,James Ira Thomas Jones
Q1606939,2494,Henry Jonsson
Q96757249,2494,John William Pye-Smith
Q76138753,2492,William Jones
Q75256504,2490,Jasper Cable-Alexander
Q23988358,2488,William Roberts Jones
Q96757233,2488,John William Pye-Smith
Q6242020,2487,John Jones
Q7529427,2487,"Sir Watkin Williams-Wynn, 9th Baronet"
Q6242174,2486,John Joseph Jones
Q16089794,2486,Bill Spence
Q6240041,2486,John Howard
Q18559713,2485,David Lewis Davies
Q76270122,2484,John Robert Davies
Q75349571,2479,"Sir James Malcolm of Balbedie, 12th Baronet"
Q106651330,2477,John Jones
Q6242040,2477,John Jones
Q63157280,2473,Sydney John Davies
Q18377858,2472,Jack Smith
Q7787805,2471,Thomas Boylston Adams
Q16067030,2470,William Smith
Q6242014,2467,John Jones
Q20973688,2466,David Price
Q98766801,2465,Jones Herbert H. St. John
Q4954803,2463,Jane Horney
Q75592915,2463,Morgan John Davies
Q10342377,2463,Osvaldão
Q56179596,2462,John Morris Jones
Q102165748,2462,Edward William Ross
Q7815734,2461,Tom Evans
Q76060613,2461,John Evelyn Smith Wright
Q1438867,2461,T. G. Jones
Q76137298,2461,"Sir William Antony John Reardon-Smith, 4th Bt."
Q6223560,2460,John Brown Smith
Q106293123,2458,Florence Lee Jones Cahlan
Q55367803,2458,Jack Davies
Q21538743,2457,Thomas Gilbert Henry Jones
Q76148327,2454,John Henry Whitmore-Jones
Q4980186,2453,Bryan Jones
Q6258357,2452,John Smith
Q16013661,2451,John Jones
Q4757529,2451,Andrew Jones
Q56187245,2450,John Lloyd-Jones
Q4948197,2448,Maja Fjæstad
Q7609618,2448,Stephen Jones
Q357041,2444,Charles W. Morris
Q1356476,2444,Ernest Newman
Q4961034,2443,Anna Larsson
Q76344197,2443,John Richard Jones
Q75929926,2443,John Robert Davies
Q108752940,2443,Robert John Oriel Davies
Q76272180,2443,Richard John Jones
Q24205024,2442,William John Smith
Q715877,2441,Carl Gustaf von Rosen
Q7273421,2440,R.W.H. Jones
Q65082969,2435,John Anderson
Q75802344,2435,Evan Thomas Rowland Jones
Q2462123,2434,John Henry Davies
Q106705088,2433,John Avery Jones
Q18526769,2428,Charles ffrench
Q102917930,2427,John Bailey Jones
Q4954781,2427,Brita von Horn
Q4934869,2424,Eva Alexanderson
Q76084997,2423,Michael David Owen Davies
Q63069782,2422,Reinaldo Silveira Pimenta
Q23091811,2422,John Milton Potter
Q2630371,2421,Martin Eugen Ekström
Q4347931,2420,Signe Hammarsten-Jansson
Q241254,2419,Princess Sophie of Sweden
Q1508271,2418,G. Spencer-Brown
Q56186709,2417,John Edward Jones
Q45737873,2417,Nicola Gillespie
Q76051691,2416,John George Jones
Q6242172,2415,John Joseph Jones
Q4978878,2412,Josabeth Sjöberg
Q6262558,2412,John W. Smith
Q75900670,2411,Q75900670
